person,gender,age,became_member_on,bmo_year,income,amount_sum,amount_mean,offer received,offer viewed,offer completed,age_group,income_group,bogo,discount,informational,chance bogo,chance discount,chance informational,Cluster
4ff2d2ebfa2a447a9a33acff4f6a1106,M,31,2014-11-29,2014,60000.0,56.25999999999999,2.9610526315789465,4.0,3.0,3.0,Youth,Lower-Middle,100.0,66.66666666666667,50.0,High,High,Low,Cluster 1
4ff459a228be43a5b23d59b12f4cfbe6,M,28,2018-05-13,2018,31000.0,25.65,6.4125,5.0,4.0,0.0,Youth,Lower-Middle,0.0,0.0,100.0,Low,Low,High,Cluster 1
4ff9be4a461b4130ae28887591c15915,F,50,2018-03-25,2018,110000.0,57.84,19.28,4.0,3.0,1.0,Older,High,50.0,33.333333333333336,0.0,Low,Low,Low,Cluster 0
4ffabbe645864029af2415cff4e05065,F,48,2017-07-29,2017,55000.0,86.47000000000001,14.411666666666667,5.0,5.0,2.0,Older,Lower-Middle,66.66666666666667,0.0,100.0,High,Low,High,Cluster 2
4ffaeb221c214a6285349fe755d811d3,F,42,2016-07-09,2016,35000.0,30.01,1.765294117647059,4.0,3.0,1.0,Middle,Lower-Middle,0.0,50.0,50.0,Low,Low,Low,Cluster 1
4ffeee15f92b482aa4db8427136874b8,M,51,2016-04-17,2016,110000.0,202.46,25.3075,4.0,2.0,4.0,Older,High,0.0,66.66666666666667,50.0,Low,High,Low,Cluster 0
5000aa9e8fc84433a6bb022471ec1578,F,72,2018-01-03,2018,96000.0,104.8,20.96,4.0,4.0,3.0,Older,Upper-Middle,50.0,50.0,50.0,Low,Low,Low,Cluster 0
5006ee4969274e748cb817d2433c65ab,F,61,2018-05-06,2018,82000.0,119.15,19.858333333333327,4.0,4.0,2.0,Older,Upper-Middle,100.0,50.0,100.0,High,Low,High,Cluster 0
50095794662343b7a642f27224a9fed4,F,37,2017-12-17,2017,67000.0,53.52,13.38,5.0,5.0,3.0,Middle,Lower-Middle,50.0,50.0,100.0,Low,Low,High,Cluster 2
500e5fb6aae54e70a9fc81c5b7cc43f2,F,53,2016-08-06,2016,85000.0,197.93,21.992222222222228,2.0,2.0,2.0,Older,Upper-Middle,100.0,100.0,50.0,High,High,Low,Cluster 0
50125c58c6794f84bd12049eb1f60239,F,69,2018-05-16,2018,34000.0,50.22000000000001,8.370000000000001,2.0,1.0,0.0,Older,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 1
501b5637836047bfba730b7cb27d3f70,F,64,2017-12-03,2017,76000.0,53.11,17.703333333333333,6.0,6.0,2.0,Older,Lower-Middle,0.0,100.0,100.0,Low,High,High,Cluster 2
5020a1a69f4c48749526643389e7e8c3,M,50,2016-11-23,2016,53000.0,140.57999999999998,12.78,3.0,2.0,3.0,Older,Lower-Middle,66.66666666666667,50.0,50.0,High,Low,Low,Cluster 2
502fe9a3e84b43c5a1d2109012dc2eed,F,81,2017-03-01,2017,101000.0,233.07,25.896666666666665,4.0,2.0,4.0,Senior,High,100.0,0.0,50.0,High,Low,Low,Cluster 0
503053089f114898b546bc6740d8e978,F,85,2018-04-04,2018,84000.0,102.98,25.745,3.0,3.0,1.0,Senior,Upper-Middle,50.0,50.0,100.0,Low,Low,High,Cluster 0
503678ffaf3f4034aa5101fc69d47c34,M,69,2018-03-25,2018,59000.0,21.69,3.615,6.0,6.0,0.0,Older,Lower-Middle,0.0,0.0,100.0,Low,Low,High,Cluster 1
5039b2f4623d41528eebe7b4bcd2d903,M,64,2017-09-24,2017,38000.0,35.47,2.955833333333333,4.0,3.0,2.0,Older,Lower-Middle,66.66666666666667,0.0,50.0,High,Low,Low,Cluster 1
503a8a0dc54e434da1b2f1e2d0035e67,M,60,2017-11-21,2017,32000.0,16.38,4.095,5.0,3.0,2.0,Older,Lower-Middle,50.0,0.0,50.0,Low,Low,Low,Cluster 1
503caff4d83a40309d1a7877e4a8dda6,F,80,2017-02-23,2017,37000.0,118.97,8.497857142857143,5.0,4.0,3.0,Senior,Lower-Middle,100.0,0.0,100.0,High,Low,High,Cluster 2
503fef82528c45d6964b9b7ac5bbb24b,M,78,2018-04-30,2018,46000.0,15.91,2.651666666666667,5.0,2.0,0.0,Older,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 1
504290d601394e6e8125490580594eaa,M,70,2018-05-07,2018,45000.0,101.11,14.444285714285712,4.0,4.0,3.0,Older,Lower-Middle,100.0,50.0,100.0,High,Low,High,Cluster 2
50429444a86a4298a64522417070096b,F,79,2017-10-26,2017,91000.0,136.59,22.765,5.0,4.0,2.0,Older,Upper-Middle,33.333333333333336,100.0,100.0,Low,High,High,Cluster 0
5042e872687e45fcad0387934dd1a928,F,89,2015-11-19,2015,76000.0,64.36,12.872,4.0,4.0,3.0,Senior,Lower-Middle,0.0,50.0,100.0,Low,Low,High,Cluster 2
5051dacd105a4660b161bb23ad545134,M,52,2016-10-09,2016,72000.0,199.31,18.11909090909091,5.0,3.0,4.0,Older,Lower-Middle,50.0,25.0,0.0,Low,Low,Low,Cluster 0
505672e0c12e4f77a4461641b004bd5d,M,78,2017-12-09,2017,33000.0,100.52,8.376666666666667,5.0,5.0,5.0,Older,Lower-Middle,100.0,100.0,50.0,High,High,Low,Cluster 2
5056803f965d4fdcbe06362c75a42231,F,80,2017-12-09,2017,75000.0,103.94,20.788,4.0,2.0,2.0,Senior,Lower-Middle,50.0,100.0,0.0,Low,High,Low,Cluster 0
505776eee3dc4730a3fdeaa62b685931,M,44,2016-04-12,2016,66000.0,120.1,15.0125,5.0,5.0,3.0,Middle,Lower-Middle,50.0,75.0,100.0,Low,High,High,Cluster 2
5063e15e15b849e9a05c49ab68e9f2d9,M,55,2017-07-17,2017,76000.0,211.66000000000003,21.166,6.0,4.0,4.0,Older,Lower-Middle,66.66666666666667,0.0,50.0,High,Low,Low,Cluster 0
5063e84165654c068290aa0ec015e219,M,48,2017-09-01,2017,47000.0,3.6,1.7999999999999998,5.0,4.0,0.0,Older,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 1
506dcab40dd749db8d7e87ae35b69412,F,64,2018-06-25,2018,59000.0,16.3,4.075,5.0,4.0,0.0,Older,Lower-Middle,0.0,0.0,100.0,Low,Low,High,Cluster 1
5073e5cffae1428d8e461e686e448b96,M,61,2015-11-09,2015,63000.0,73.57000000000002,14.714000000000002,6.0,5.0,2.0,Older,Lower-Middle,33.333333333333336,100.0,50.0,Low,High,Low,Cluster 2
507e271f7d2f43458ba0162db5c41b3f,F,47,2018-04-27,2018,60000.0,4.739999999999998,1.5799999999999998,5.0,2.0,0.0,Middle,Lower-Middle,0.0,50.0,33.333333333333336,Low,Low,Low,Cluster 1
5084c3bf96464d63bc54f298ce45aef0,F,41,2016-04-14,2016,100000.0,102.12,25.53,3.0,3.0,3.0,Middle,High,100.0,0.0,50.0,High,Low,Low,Cluster 0
508b330b7044450994026448138b0020,M,46,2017-11-17,2017,75000.0,28.31,14.155,4.0,3.0,0.0,Middle,Lower-Middle,0.0,0.0,0.0,Low,Low,Low,Cluster 1
508c159f58ac47dcab09cc3b522b2559,F,41,2017-12-09,2017,70000.0,16.49,3.298,5.0,4.0,1.0,Middle,Lower-Middle,50.0,50.0,66.66666666666667,Low,Low,High,Cluster 1
508e507b462a4f6cb3dd48bcd3118521,M,40,2017-08-15,2017,39000.0,33.28,3.3280000000000003,5.0,3.0,3.0,Middle,Lower-Middle,50.0,33.333333333333336,50.0,Low,Low,Low,Cluster 1
50957b9a771f4e5d9df530c13a1184f1,F,50,2015-09-10,2015,48000.0,592.4300000000002,28.21095238095239,6.0,5.0,6.0,Older,Lower-Middle,80.0,100.0,50.0,High,High,Low,Cluster 0
50a22661fb2440808dd6e4a38d8cc2e6,M,65,2018-07-12,2018,78000.0,71.99000000000002,17.997500000000006,3.0,3.0,0.0,Older,Lower-Middle,0.0,50.0,100.0,Low,Low,High,Cluster 0
50a2b91918ba45b6bcd2556f70c75aa0,M,22,2017-11-11,2017,61000.0,71.33,14.265999999999998,6.0,6.0,2.0,Youth,Lower-Middle,0.0,50.0,100.0,Low,Low,High,Cluster 2
50a2c5e0f8b4414fa10bd868b0af5492,F,32,2016-03-03,2016,48000.0,21.37,2.3744444444444444,5.0,3.0,0.0,Youth,Lower-Middle,0.0,0.0,100.0,Low,Low,High,Cluster 1
50a348b8e0994cf6847e72e1bd22ff4d,M,51,2015-09-18,2015,51000.0,141.09,12.826363636363634,4.0,4.0,3.0,Older,Lower-Middle,50.0,100.0,100.0,Low,High,High,Cluster 2
50a671a5d048478d8ec66275f0fa7256,M,26,2017-04-28,2017,48000.0,43.73,3.123571428571428,6.0,5.0,3.0,Youth,Lower-Middle,0.0,50.0,100.0,Low,Low,High,Cluster 1
50ab42e0bca04c33955eae16f004aae1,F,92,2015-09-28,2015,97000.0,279.58000000000004,25.416363636363634,5.0,4.0,4.0,Senior,Upper-Middle,0.0,100.0,0.0,Low,High,Low,Cluster 0
50af182d9e074539b7d6ed8035e1e16e,F,70,2018-01-30,2018,37000.0,9.2,1.5333333333333334,2.0,0.0,0.0,Older,Lower-Middle,50.0,0.0,0.0,Low,Low,Low,Cluster 1
50af1c2d62584c06ad8058ea5701fd05,M,55,2015-08-03,2015,83000.0,168.27,21.03375,5.0,3.0,3.0,Older,Upper-Middle,50.0,0.0,50.0,Low,Low,Low,Cluster 0
50b1183f583b4b848182c50e4e812caa,M,65,2016-01-13,2016,75000.0,135.14,22.52333333333333,5.0,4.0,4.0,Older,Lower-Middle,0.0,100.0,100.0,Low,High,High,Cluster 0
50b72821aa1a459698ad47ff4058c1ed,M,72,2018-01-01,2018,56000.0,71.88,17.97,4.0,4.0,2.0,Older,Lower-Middle,50.0,50.0,50.0,Low,Low,Low,Cluster 2
50bc8904c8624ff885dafb0f2856079e,M,62,2015-02-06,2015,56000.0,60.59,12.118,4.0,3.0,2.0,Older,Lower-Middle,50.0,50.0,50.0,Low,Low,Low,Cluster 2
50bdc1d7a6a1486b85bf1a2312ef70dc,M,79,2017-10-06,2017,76000.0,90.78,18.156,5.0,3.0,4.0,Older,Lower-Middle,0.0,75.0,50.0,Low,High,Low,Cluster 0
50c3063af3c04074b817b1488e238e66,F,54,2016-09-22,2016,120000.0,233.13,25.90333333333333,4.0,4.0,3.0,Older,High,50.0,100.0,100.0,Low,High,High,Cluster 0
50cc4b9fae4d4e85a57923e1717ee5f6,F,85,2014-11-08,2014,40000.0,28.07,2.0049999999999994,3.0,3.0,1.0,Senior,Lower-Middle,0.0,100.0,100.0,Low,High,High,Cluster 1
50d8a688a88b41b195c73d0d1a85633f,M,21,2017-10-20,2017,41000.0,76.5,12.75,6.0,5.0,2.0,Youth,Lower-Middle,50.0,33.333333333333336,100.0,Low,Low,High,Cluster 2
50d964e03e2d4b52ba7d8265e3d9f18a,M,73,2017-08-23,2017,57000.0,37.77,2.6978571428571425,3.0,3.0,2.0,Older,Lower-Middle,50.0,100.0,50.0,Low,High,Low,Cluster 1
50db32c4a95345ab93b8b5119f819970,M,49,2017-10-01,2017,44000.0,36.11,4.51375,6.0,6.0,0.0,Older,Lower-Middle,0.0,50.0,50.0,Low,Low,Low,Cluster 1
50de807eb2234a74a5daf0f7daef6fac,F,79,2018-03-10,2018,76000.0,21.08,21.08,3.0,2.0,1.0,Older,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 0
50e16a4b452048809ff8d2703d01b5d4,M,55,2017-09-01,2017,105000.0,171.28,34.256,6.0,5.0,4.0,Older,High,75.0,0.0,100.0,High,Low,High,Cluster 0
50e273dc67134760b08bfe7e933099c0,F,30,2016-05-20,2016,56000.0,52.17,3.478,5.0,3.0,2.0,Youth,Lower-Middle,0.0,66.66666666666667,100.0,Low,High,High,Cluster 1
50e5377100774af28329fc40966a98c0,M,51,2017-04-21,2017,70000.0,56.45,3.528125,4.0,3.0,3.0,Older,Lower-Middle,66.66666666666667,0.0,50.0,High,Low,Low,Cluster 2
50e9743f9ba744c8b12ee3b68dffa27d,F,91,2016-12-13,2016,102000.0,209.73,29.96142857142857,4.0,3.0,3.0,Senior,High,0.0,100.0,50.0,Low,High,Low,Cluster 0
50ea5fb747ee4f8a846acee4c3d8366f,F,72,2018-07-13,2018,49000.0,25.45,3.1812499999999995,4.0,3.0,1.0,Older,Lower-Middle,0.0,100.0,0.0,Low,High,Low,Cluster 1
50f26d1787444bb6a1e1b8be501f6877,M,54,2017-10-21,2017,60000.0,4.92,4.92,2.0,0.0,0.0,Older,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 1
50f4cc9c76be42dcb51805d48c033408,F,64,2017-10-25,2017,59000.0,14.39,2.878,2.0,2.0,1.0,Older,Lower-Middle,0.0,100.0,50.0,Low,High,Low,Cluster 1
50f4cde8df10498c8938f936ab1a030d,F,63,2014-03-04,2014,65000.0,42.78,4.2780000000000005,4.0,3.0,1.0,Older,Lower-Middle,0.0,50.0,100.0,Low,Low,High,Cluster 1
50fb5c0c6b1b4f43bd5f4a818dddb513,F,85,2016-03-02,2016,71000.0,274.17,18.278,6.0,3.0,2.0,Senior,Lower-Middle,100.0,0.0,25.0,High,Low,Low,Cluster 0
50fba1b9344343fda7a24d9ff40a7dc5,M,71,2016-11-28,2016,38000.0,108.21,9.837272727272726,4.0,3.0,3.0,Older,Lower-Middle,100.0,0.0,50.0,High,Low,Low,Cluster 2
50fdb631f99144c7bd726a1b7d3b7618,M,52,2018-03-27,2018,68000.0,17.990000000000006,2.5700000000000003,3.0,3.0,0.0,Older,Lower-Middle,0.0,50.0,50.0,Low,Low,Low,Cluster 1
51031b000489411c834ff3c2b088faf0,F,72,2015-12-12,2015,85000.0,417.34,23.185555555555553,5.0,5.0,5.0,Older,Upper-Middle,100.0,33.333333333333336,50.0,High,Low,Low,Cluster 0
510590b1f8b840078d1cd85862ff119a,M,77,2016-12-25,2016,56000.0,121.66,15.2075,4.0,4.0,1.0,Older,Lower-Middle,0.0,100.0,100.0,Low,High,High,Cluster 2
5106103faf6b4040b9e9484b1dfee472,F,57,2017-12-04,2017,45000.0,200.08,12.505000000000004,6.0,5.0,5.0,Older,Lower-Middle,50.0,75.0,50.0,Low,High,Low,Cluster 2
5113f5c8e57b4a0d9b42d4919562abd0,M,44,2017-09-12,2017,55000.0,176.34,14.695,6.0,3.0,6.0,Middle,Lower-Middle,33.333333333333336,33.333333333333336,50.0,Low,Low,Low,Cluster 2
51153c28086f4c6aa45c00a0c4d1f73d,M,37,2016-12-28,2016,77000.0,149.88,18.735,3.0,3.0,2.0,Middle,Lower-Middle,100.0,100.0,100.0,High,High,High,Cluster 0
5115fdb314fe41619fda3e5d8060a8b5,F,62,2017-08-09,2017,88000.0,74.17,18.5425,5.0,2.0,2.0,Older,Upper-Middle,33.333333333333336,0.0,0.0,Low,Low,Low,Cluster 0
5120299298b74644b086860f48787d6d,M,54,2018-06-07,2018,53000.0,41.96,10.49,5.0,4.0,2.0,Older,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 1
512191a2ec58463fafd3fd544bf7bed6,M,42,2018-06-15,2018,53000.0,23.1,3.3000000000000003,5.0,3.0,1.0,Middle,Lower-Middle,50.0,33.333333333333336,0.0,Low,Low,Low,Cluster 1
5129a2a8e182466a9599c80e7226ea29,M,30,2015-01-10,2015,40000.0,151.09,8.393888888888887,4.0,3.0,1.0,Youth,Lower-Middle,50.0,50.0,100.0,Low,Low,High,Cluster 2
512aa3fc65d14cbeb4dee9e6132a4139,F,72,2017-07-28,2017,75000.0,34.22,34.22,6.0,3.0,1.0,Older,Lower-Middle,0.0,0.0,0.0,Low,Low,Low,Cluster 0
512d897db7674d48b10c717f2e195e20,F,55,2017-10-27,2017,100000.0,219.75,31.392857142857146,4.0,3.0,3.0,Older,High,50.0,100.0,100.0,Low,High,High,Cluster 0
5135ef4c1dbe47c2ac534a57675a2c32,M,47,2018-03-28,2018,64000.0,45.90000000000001,5.1000000000000005,5.0,4.0,3.0,Middle,Lower-Middle,50.0,66.66666666666667,50.0,Low,High,Low,Cluster 2
5137dcb4eff644888b63af6dcaf8b560,M,59,2016-04-08,2016,64000.0,50.83000000000001,16.943333333333335,2.0,2.0,0.0,Older,Lower-Middle,50.0,0.0,0.0,Low,Low,Low,Cluster 2
5139d8d43e674e5d9dcd6773d9684462,M,69,2017-08-17,2017,70000.0,19.05,2.7214285714285706,6.0,4.0,1.0,Older,Lower-Middle,33.333333333333336,0.0,0.0,Low,Low,Low,Cluster 1
513e6bbe878c4b199c1d813fd54461a4,F,63,2014-07-01,2014,55000.0,79.6,13.266666666666666,4.0,4.0,3.0,Older,Lower-Middle,50.0,50.0,50.0,Low,Low,Low,Cluster 2
51440246462b4043a92cf168fc7d50db,M,42,2016-10-09,2016,67000.0,224.0,18.666666666666668,5.0,5.0,4.0,Middle,Lower-Middle,100.0,50.0,100.0,High,Low,High,Cluster 2
5152fa6375184287b06e2fd0d5abed34,F,63,2017-07-25,2017,56000.0,162.45,13.5375,4.0,4.0,4.0,Older,Lower-Middle,50.0,50.0,50.0,Low,Low,Low,Cluster 2
5157d24679154335ae752d9cb5845fb1,F,58,2017-11-04,2017,112000.0,102.71,25.6775,4.0,3.0,1.0,Older,High,50.0,100.0,33.333333333333336,Low,High,Low,Cluster 0
5159b0aa366e4b9b9e55c737839bea23,F,51,2016-01-04,2016,114000.0,265.98,29.55333333333333,4.0,3.0,2.0,Older,High,100.0,0.0,100.0,High,Low,High,Cluster 0
515d4d9094964a188166571ec1f72c1d,M,31,2017-08-11,2017,41000.0,93.94,9.394000000000002,4.0,3.0,2.0,Youth,Lower-Middle,33.333333333333336,100.0,50.0,Low,High,Low,Cluster 2
5163b5cab2f74c678ec170cec67b6cd0,M,33,2017-12-08,2017,31000.0,29.4,2.672727272727273,4.0,3.0,2.0,Youth,Lower-Middle,50.0,100.0,0.0,Low,High,Low,Cluster 1
5164a5b8f90d4d4d8404d645af18193d,F,90,2017-10-29,2017,66000.0,322.55,18.9735294117647,5.0,5.0,4.0,Senior,Lower-Middle,100.0,100.0,100.0,High,High,High,Cluster 2
5167094eab4d4b59a225b0453ba8b633,M,47,2017-09-15,2017,46000.0,112.47,14.05875,5.0,3.0,4.0,Middle,Lower-Middle,100.0,50.0,0.0,High,Low,Low,Cluster 2
51675276c5014149adb6afbab8396dbf,F,63,2014-02-22,2014,65000.0,155.22,9.70125,6.0,4.0,4.0,Older,Lower-Middle,0.0,33.333333333333336,100.0,Low,Low,High,Cluster 2
516deb12c5e249ea9cea3a55ef8ce20b,M,66,2017-09-29,2017,42000.0,7.58,3.79,5.0,3.0,0.0,Older,Lower-Middle,0.0,50.0,0.0,Low,Low,Low,Cluster 1
516e91869c8546d8a885401e850ce66c,M,73,2017-01-11,2017,73000.0,249.59,22.69,6.0,3.0,6.0,Older,Lower-Middle,40.0,100.0,50.0,Low,High,Low,Cluster 0
5171e17869f041659f696bfafb8dca86,F,71,2017-10-08,2017,107000.0,67.47999999999999,22.49333333333333,3.0,2.0,1.0,Older,High,50.0,0.0,0.0,Low,Low,Low,Cluster 0
51754218bcf043cb9e6fad0ee5e90703,M,41,2017-09-16,2017,48000.0,8.57,2.856666666666667,5.0,1.0,0.0,Middle,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 1
5180d955d076408dac0e7a3004756889,M,26,2017-05-14,2017,49000.0,37.99,3.453636363636364,5.0,2.0,2.0,Youth,Lower-Middle,0.0,50.0,0.0,Low,Low,Low,Cluster 1
518435261fa246a9ab8f734ea42b3b27,F,38,2018-04-09,2018,52000.0,224.93,13.231176470588238,4.0,4.0,3.0,Middle,Lower-Middle,50.0,100.0,100.0,Low,High,High,Cluster 2
518cb6f8b21c4c319427c0bde6a8f09f,F,54,2017-12-16,2017,92000.0,264.69,26.469000000000005,4.0,4.0,4.0,Older,Upper-Middle,66.66666666666667,100.0,50.0,High,High,Low,Cluster 0
519535de1dd84ed79b9ddbdf00e9002b,M,31,2014-02-13,2014,44000.0,28.04,3.505,4.0,1.0,0.0,Youth,Lower-Middle,0.0,0.0,100.0,Low,Low,High,Cluster 1
519ae2c224ad4ff491e02352baa38804,F,73,2016-12-19,2016,108000.0,340.9,24.35,5.0,2.0,4.0,Older,High,50.0,50.0,0.0,Low,Low,Low,Cluster 0
519ca71f10f241af964d9ca3cbda6b8c,F,73,2017-07-11,2017,52000.0,25.45,2.5450000000000004,5.0,1.0,0.0,Older,Lower-Middle,0.0,0.0,33.333333333333336,Low,Low,Low,Cluster 1
519cffe93312403daa2834c2b9ef92c0,M,45,2017-12-23,2017,90000.0,97.2,24.3,3.0,3.0,2.0,Middle,Upper-Middle,50.0,33.333333333333336,50.0,Low,Low,Low,Cluster 0
51a0f921d4824943be7f6accabed58df,F,57,2017-09-03,2017,102000.0,197.08,28.154285714285717,6.0,4.0,5.0,Older,High,50.0,50.0,50.0,Low,Low,Low,Cluster 0
51a798763c81413ca71c4f1f0530a61c,F,45,2018-05-23,2018,75000.0,47.61,15.87,5.0,5.0,2.0,Middle,Lower-Middle,50.0,50.0,100.0,Low,Low,High,Cluster 2
51a9153b1a664f708398fc0e8927892b,M,47,2017-02-12,2017,37000.0,71.85000000000002,7.983333333333333,4.0,4.0,2.0,Middle,Lower-Middle,50.0,100.0,100.0,Low,High,High,Cluster 2
51a96d6cabd644ae905dc762588b15f8,M,65,2018-03-02,2018,80000.0,37.86,18.93,5.0,3.0,1.0,Older,Upper-Middle,0.0,33.333333333333336,50.0,Low,Low,Low,Cluster 0
51adc00878c347ceac3fba0ca2b7b608,M,37,2015-12-25,2015,65000.0,207.47,18.86090909090909,4.0,4.0,3.0,Middle,Lower-Middle,50.0,100.0,100.0,Low,High,High,Cluster 2
51b0f831aa104090be06c964881db04a,M,40,2015-11-09,2015,63000.0,92.36,3.6944,5.0,5.0,3.0,Middle,Lower-Middle,66.66666666666667,100.0,100.0,High,High,High,Cluster 2
51b53860777c4e978b1f8cfcd5508ece,M,69,2016-05-27,2016,99000.0,140.77999999999997,28.155999999999995,3.0,2.0,2.0,Older,Upper-Middle,0.0,50.0,50.0,Low,Low,Low,Cluster 0
51b78fab74014eec803261b88fe2955f,M,60,2016-11-18,2016,85000.0,148.28,21.18285714285714,4.0,3.0,2.0,Older,Upper-Middle,66.66666666666667,50.0,100.0,High,Low,High,Cluster 0
51b89098f92f47e3a3139a1046f00695,F,61,2017-03-18,2017,75000.0,157.19,19.648750000000003,6.0,6.0,4.0,Older,Lower-Middle,100.0,100.0,100.0,High,High,High,Cluster 0
51b8d05d5f35469987e359913a92848a,F,68,2018-01-01,2018,78000.0,99.05,24.762500000000006,4.0,4.0,2.0,Older,Lower-Middle,50.0,33.333333333333336,0.0,Low,Low,Low,Cluster 0
51c72503a69b4e469c61a3823dd12f16,M,88,2017-10-25,2017,49000.0,63.99,31.995,4.0,2.0,0.0,Senior,Lower-Middle,50.0,0.0,100.0,Low,Low,High,Cluster 0
51cc938740184e4a8eaf3423dc4fb662,M,48,2018-05-11,2018,52000.0,21.15,2.64375,4.0,3.0,0.0,Older,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 1
51cfd7f4d2314c66b85de0b7399a9975,M,76,2017-10-07,2017,74000.0,28.31,14.155,4.0,4.0,2.0,Older,Lower-Middle,50.0,0.0,50.0,Low,Low,Low,Cluster 1
51d24a88e6fb4395b670ec41ab687ad2,M,28,2015-04-06,2015,47000.0,29.760000000000005,2.9760000000000004,2.0,1.0,1.0,Youth,Lower-Middle,50.0,50.0,50.0,Low,Low,Low,Cluster 1
51d6dce2d36b4185a13d0ae5bff178c6,F,29,2017-03-16,2017,47000.0,168.81,9.93,3.0,3.0,2.0,Youth,Lower-Middle,50.0,50.0,100.0,Low,Low,High,Cluster 2
51db724d68504ec18a007f9c8daee285,F,60,2018-07-22,2018,92000.0,147.32,24.55333333333333,4.0,0.0,0.0,Older,Upper-Middle,50.0,0.0,0.0,Low,Low,Low,Cluster 0
51dc61d8c3d04328b36984d6817f73d6,M,23,2017-10-29,2017,40000.0,5.09,2.545,5.0,2.0,0.0,Youth,Lower-Middle,0.0,0.0,100.0,Low,Low,High,Cluster 1
51e862d3d8ba482f8bc35be0a0254c35,M,40,2015-03-23,2015,62000.0,76.86,15.372,3.0,3.0,1.0,Middle,Lower-Middle,0.0,100.0,100.0,Low,High,High,Cluster 2
51eaf17e8ec64aae87e10d35baf4ad7d,F,53,2016-02-28,2016,112000.0,136.17999999999998,27.236,4.0,2.0,2.0,Older,High,50.0,0.0,0.0,Low,Low,Low,Cluster 0
51f2b803865e48808101dedd24683381,F,58,2017-09-06,2017,109000.0,81.42,27.14,4.0,3.0,3.0,Older,High,100.0,33.333333333333336,50.0,High,Low,Low,Cluster 0
51f5192107fd4fd6a5bf0aa434e659ce,M,24,2018-06-12,2018,38000.0,16.39,3.278,2.0,2.0,0.0,Youth,Lower-Middle,50.0,0.0,50.0,Low,Low,Low,Cluster 1
51f706a26f3e4f1ab5750ece1ccacbfc,M,37,2018-03-08,2018,64000.0,13.489999999999998,2.6979999999999995,2.0,2.0,0.0,Middle,Lower-Middle,50.0,50.0,100.0,Low,Low,High,Cluster 1
51fa027ebbc14391b15c9458fc09ba46,F,76,2017-09-22,2017,64000.0,139.22,15.468888888888891,3.0,3.0,3.0,Older,Lower-Middle,66.66666666666667,50.0,50.0,High,Low,Low,Cluster 2
5205c76a56b248a1ac86ed72090a29a0,F,50,2017-08-21,2017,108000.0,215.63,26.953750000000007,3.0,3.0,2.0,Older,High,100.0,0.0,100.0,High,Low,High,Cluster 0
520d03e7c62d42bcbfa07c02021d88b4,M,48,2017-12-13,2017,40000.0,5.6099999999999985,2.805,4.0,3.0,0.0,Older,Lower-Middle,50.0,0.0,100.0,Low,Low,High,Cluster 1
52154874678e4232850ccddb5d7f008c,M,56,2015-11-06,2015,79000.0,229.94000000000003,20.903636363636373,5.0,5.0,4.0,Older,Lower-Middle,100.0,0.0,100.0,High,Low,High,Cluster 0
52173904e1f146cc800d9bc433c9ee70,M,55,2018-03-20,2018,48000.0,7.1099999999999985,3.555,5.0,2.0,0.0,Older,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 1
522c3cb8b22e4b1daa25ebf62d22645f,F,53,2018-01-17,2018,95000.0,65.60000000000001,21.86666666666667,3.0,3.0,2.0,Older,Upper-Middle,50.0,50.0,100.0,Low,Low,High,Cluster 0
523212d63efa48a7b7e495e3149ef72d,M,36,2017-12-24,2017,45000.0,19.130000000000006,2.732857142857143,4.0,2.0,2.0,Middle,Lower-Middle,50.0,0.0,50.0,Low,Low,Low,Cluster 1
523426eccf2848f2a0341527a6b970fe,M,76,2018-02-11,2018,54000.0,19.54,3.908,2.0,2.0,0.0,Older,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 1
523532800a0842348bf1dc1c2f3d754f,M,51,2018-04-07,2018,37000.0,17.93,2.5614285714285714,4.0,2.0,0.0,Older,Lower-Middle,0.0,0.0,0.0,Low,Low,Low,Cluster 1
523e2d85f3d94eefbca7970e2b16b234,F,47,2016-06-09,2016,65000.0,172.78,24.68285714285714,5.0,5.0,3.0,Middle,Lower-Middle,100.0,50.0,100.0,High,Low,High,Cluster 0
523e4e31038742ea8b4c93afa7afad92,F,67,2018-04-29,2018,62000.0,6.989999999999998,2.33,4.0,2.0,0.0,Older,Lower-Middle,0.0,0.0,50.0,Low,Low,Low,Cluster 1
523e72f640ea4855a1648326440d1368,M,68,2017-12-01,2017,74000.0,189.1,21.011111111111113,4.0,4.0,3.0,Older,Lower-Middle,50.0,100.0,50.0,Low,High,Low,Cluster 0
